time_s,north_m,east_m,down_m,v_north_mps,v_east_mps,v_down_mps,q1,q2,q3,q4,p_rad_s,q_rad_s,r_rad_s,temp_c
605.4,-5470.307,8632.548,-7604.051,-6.388281,-4.20125,22.95723,0.6207994,-0.7159886,-0.1553265,-0.2790018,-0.2054069,-0.000188539,0.002783028,-38.48884
605.6,-5471.583,8631.709,-7599.46,-6.374194,-4.187904,22.95101,0.6060329,-0.7286411,-0.1493785,-0.2819438,-0.205498,-0.0003051236,0.002769863,-38.45899
605.8,-5472.856,8630.873,-7594.87,-6.360109,-4.174562,22.94479,0.5910016,-0.7409944,-0.1433729,-0.2847606,-0.2055892,-0.0004210371,0.002751854,-38.42916
606,-5474.127,8630.039,-7590.282,-6.346029,-4.161223,22.93858,0.5757115,-0.7530428,-0.1373125,-0.2874509,-0.2056805,-0.0005360779,0.002729032,-38.39933
606.2,-5475.395,8629.208,-7585.695,-6.331953,-4.147889,22.93238,0.5601686,-0.7647809,-0.1311999,-0.2900138,-0.2057718,-0.0006500461,0.002701438,-38.36951
606.4,-5476.66,8628.38,-7581.109,-6.317881,-4.134558,22.92617,0.5443791,-0.776203,-0.1250377,-0.292448,-0.2058631,-0.0007627431,0.002669118,-38.33971
606.6,-5477.922,8627.555,-7576.524,-6.303812,-4.121231,22.91998,0.5283495,-0.787304,-0.1188287,-0.2947525,-0.2059545,-0.0008739724,0.00263213,-38.30991
606.8,-5479.181,8626.731,-7571.941,-6.289747,-4.107907,22.91378,0.5120859,-0.7980785,-0.1125754,-0.2969266,-0.2060459,-0.0009835401,0.002590536,-38.28011
607,-5480.438,8625.911,-7567.359,-6.275687,-4.094587,22.90759,0.4955952,-0.8085217,-0.1062807,-0.2989691,-0.2061373,-0.001091255,0.002544409,-38.25033
607.2,-5481.691,8625.094,-7562.778,-6.26163,-4.081272,22.90141,0.4788838,-0.8186284,-0.0999473,-0.3008793,-0.2062288,-0.001196928,0.00249383,-38.22056
607.4,-5482.942,8624.279,-7558.198,-6.247577,-4.067959,22.89522,0.4619586,-0.8283939,-0.09357797,-0.3026564,-0.2063203,-0.001300375,0.002438886,-38.19079
607.6,-5484.19,8623.467,-7553.62,-6.233528,-4.054651,22.88905,0.4448265,-0.8378135,-0.08717547,-0.3042997,-0.2064119,-0.001401414,0.002379674,-38.16103
607.8,-5485.436,8622.657,-7549.043,-6.219482,-4.041347,22.88287,0.4274945,-0.8468827,-0.08074262,-0.3058085,-0.2065035,-0.001499869,0.002316296,-38.13128
608,-5486.678,8621.851,-7544.467,-6.205441,-4.028046,22.8767,0.4099695,-0.855597,-0.07428222,-0.3071822,-0.2065951,-0.001595567,0.002248863,-38.10154
608.2,-5487.918,8621.046,-7539.892,-6.191404,-4.014749,22.87054,0.3922589,-0.8639523,-0.0677971,-0.3084202,-0.2066868,-0.001688339,0.002177495,-38.0718
608.4,-5489.155,8620.244,-7535.318,-6.177371,-4.001456,22.86438,0.3743699,-0.8719443,-0.0612901,-0.309522,-0.2067785,-0.001778022,0.002102314,-38.04207
608.6,-5490.389,8619.445,-7530.746,-6.163341,-3.988166,22.85822,0.3563098,-0.8795691,-0.05476406,-0.3104872,-0.2068703,-0.001864459,0.002023455,-38.01235
608.8,-5491.62,8618.649,-7526.175,-6.149315,-3.97488,22.85207,0.3380863,-0.886823,-0.04822185,-0.3113155,-0.2069621,-0.001947496,0.001941054,-37.98264
609,-5492.849,8617.855,-7521.605,-6.135293,-3.961599,22.84592,0.3197067,-0.8937021,-0.04166633,-0.3120065,-0.2070539,-0.002026989,0.001855257,-37.95293
609.2,-5494.074,8617.064,-7517.037,-6.121275,-3.94832,22.83977,0.3011788,-0.900203,-0.03510037,-0.3125599,-0.2071458,-0.002102796,0.001766215,-37.92324
609.4,-5495.297,8616.276,-7512.47,-6.107261,-3.935046,22.83363,0.2825103,-0.9063225,-0.02852686,-0.3129756,-0.2072377,-0.002174783,0.001674084,-37.89355
609.6,-5496.517,8615.49,-7507.903,-6.093251,-3.921775,22.8275,0.2637089,-0.912057,-0.02194869,-0.3132535,-0.2073297,-0.002242823,0.001579027,-37.86387
609.8,-5497.734,8614.707,-7503.338,-6.079245,-3.908509,22.82136,0.2447827,-0.9174039,-0.01536874,-0.3133934,-0.2074217,-0.002306796,0.001481212,-37.8342
610,-5498.949,8613.927,-7498.775,-6.065242,-3.895245,22.81524,0.2257395,-0.9223599,-0.008789897,-0.3133953,-0.2075137,-0.002366587,0.001380811,-37.80454
610.2,-5500.161,8613.149,-7494.212,-6.051243,-3.881986,22.80911,0.2065873,-0.9269226,-0.002215062,-0.3132593,-0.2076058,-0.002422092,0.001278002,-37.77488
610.4,-5501.37,8612.374,-7489.651,-6.037249,-3.86873,22.80299,0.1873343,-0.9310892,0.004352876,-0.3129855,-0.2076979,-0.00247321,0.001172967,-37.74523
610.6,-5502.576,8611.602,-7485.091,-6.023258,-3.855479,22.79688,0.1679886,-0.9348574,0.01091103,-0.312574,-0.2077901,-0.002519852,0.001065893,-37.7156
610.8,-5503.779,8610.832,-7480.533,-6.009493,-3.842296,22.79076,0.1485583,-0.9382249,0.0174565,-0.3120252,-0.2078823,-0.002561934,0.000956968,-37.68596
611,-5504.979,8610.064,-7475.975,-5.996406,-3.829315,22.78465,0.1290519,-0.9411898,0.02398642,-0.3113392,-0.2079745,-0.002599381,0.0008463866,-37.65633
611.2,-5506.177,8609.3,-7471.418,-5.983954,-3.816523,22.77853,0.1094776,-0.94375,0.0304979,-0.3105164,-0.2080668,-0.002632126,0.0007343449,-37.62672
611.4,-5507.373,8608.538,-7466.864,-5.972088,-3.803906,22.77242,0.08984376,-0.945904,0.03698807,-0.3095573,-0.2081591,-0.00266011,0.0006210424,-37.59711
611.6,-5508.566,8607.778,-7462.31,-5.960758,-3.79145,22.76631,0.07015883,-0.94765,0.04345407,-0.3084623,-0.2082515,-0.002683284,0.0005066807,-37.56751
611.8,-5509.757,8607.021,-7457.757,-5.94992,-3.779141,22.7602,0.05043126,-0.9489868,0.04989305,-0.307232,-0.2083439,-0.002701605,0.0003914636,-37.53792
612,-5510.946,8606.267,-7453.206,-5.939535,-3.766968,22.7541,0.03066956,-0.9499131,0.05630216,-0.3058668,-0.2084364,-0.002715041,0.0002755966,-37.50834
612.2,-5512.133,8605.515,-7448.655,-5.929565,-3.754919,22.748,0.01088226,-0.9504279,0.06267857,-0.3043676,-0.2085288,-0.002723567,0.0001592865,-37.47877
612.4,-5513.318,8604.765,-7444.106,-5.919977,-3.742985,22.7419,-0.008922069,-0.9505305,0.06901945,-0.302735,-0.2086214,-0.002727167,4.274131e-05,-37.44919
612.6,-5514.501,8604.018,-7439.559,-5.910739,-3.731157,22.73581,-0.02873483,-0.95022,0.07532202,-0.3009697,-0.2087139,-0.002725836,-7.383058e-05,-37.41964
612.8,-5515.682,8603.272,-7435.012,-5.901822,-3.719425,22.72972,-0.04854741,-0.9494961,0.08158348,-0.2990727,-0.2088065,-0.002719574,-0.0001902204,-37.39008
613,-5516.862,8602.53,-7430.467,-5.8932,-3.707783,22.72364,-0.06835115,-0.9483584,0.08780105,-0.2970447,-0.2088992,-0.002708393,-0.0003062196,-37.36054
613.2,-5518.04,8601.789,-7425.923,-5.884849,-3.696224,22.71756,-0.08813741,-0.9468067,0.09397198,-0.2948868,-0.2089919,-0.002692312,-0.00042162,-37.331
613.4,-5519.216,8601.052,-7421.38,-5.876747,-3.68474,22.71149,-0.1078975,-0.9448411,0.1000936,-0.2925999,-0.2090846,-0.002671361,-0.0005362144,-37.30147
613.6,-5520.39,8600.315,-7416.838,-5.868873,-3.673326,22.70542,-0.1276228,-0.9424619,0.106163,-0.2901852,-0.2091774,-0.002645575,-0.000649797,-37.27195
613.8,-5521.563,8599.582,-7412.297,-5.861209,-3.661976,22.69936,-0.1473045,-0.9396694,0.1121777,-0.2876436,-0.2092702,-0.002615002,-0.0007621631,-37.24244
614,-5522.735,8598.851,-7407.758,-5.853738,-3.650685,22.6933,-0.166934,-0.9364644,0.118135,-0.2849766,-0.2093631,-0.002579695,-0.0008731107,-37.21293
614.2,-5523.905,8598.122,-7403.22,-5.846443,-3.639449,22.68725,-0.1865026,-0.9328474,0.1240322,-0.2821851,-0.209456,-0.002539719,-0.0009824395,-37.18343
614.4,-5525.073,8597.395,-7398.684,-5.839311,-3.628264,22.6812,-0.2060017,-0.9288196,0.1298666,-0.2792707,-0.2095489,-0.002495144,-0.001089953,-37.15394
614.6,-5526.241,8596.671,-7394.148,-5.832328,-3.617124,22.67516,-0.2254224,-0.924382,0.1356358,-0.2762345,-0.2096419,-0.002446052,-0.001195455,-37.12446
614.8,-5527.406,8595.948,-7389.613,-5.825482,-3.606028,22.66912,-0.2447563,-0.9195361,0.1413371,-0.2730781,-0.2097349,-0.00239253,-0.001298757,-37.09499
615,-5528.571,8595.228,-7385.08,-5.818761,-3.594971,22.66308,-0.2639946,-0.9142832,0.146968,-0.2698027,-0.209828,-0.002334675,-0.001399672,-37.06553
615.2,-5529.734,8594.51,-7380.548,-5.812156,-3.583951,22.65705,-0.2831288,-0.9086251,0.1525261,-0.2664101,-0.2099211,-0.002272592,-0.001498015,-37.03606
615.4,-5530.896,8593.794,-7376.017,-5.805658,-3.572965,22.65103,-0.3021502,-0.9025637,0.1580087,-0.2629018,-0.2100142,-0.002206391,-0.00159361,-37.00661
615.6,-5532.056,8593.081,-7371.488,-5.799256,-3.56201,22.64501,-0.3210502,-0.896101,0.1634135,-0.2592793,-0.2101074,-0.002136194,-0.001686283,-36.97716
615.8,-5533.215,8592.369,-7366.959,-5.792944,-3.551083,22.63899,-0.3398204,-0.8892393,0.1687382,-0.2555443,-0.2102007,-0.002062127,-0.001775864,-36.94773
616,-5534.374,8591.66,-7362.432,-5.786715,-3.540184,22.63298,-0.3584523,-0.8819811,0.1739802,-0.2516987,-0.2102939,-0.001984325,-0.001862192,-36.91831
616.2,-5535.53,8590.953,-7357.906,-5.780561,-3.529309,22.62697,-0.3769374,-0.8743289,0.1791373,-0.247744,-0.2103873,-0.001902928,-0.00194511,-36.88889
616.4,-5536.686,8590.249,-7353.381,-5.774477,-3.518457,22.62097,-0.3952672,-0.8662854,0.1842072,-0.2436823,-0.2104806,-0.001818085,-0.002024465,-36.85947
616.6,-5537.84,8589.546,-7348.858,-5.768456,-3.507627,22.61497,-0.4134336,-0.8578538,0.1891876,-0.2395152,-0.210574,-0.001729949,-0.002100114,-36.83007
616.8,-5538.993,8588.846,-7344.335,-5.762495,-3.496817,22.60898,-0.431428,-0.8490372,0.1940763,-0.2352448,-0.2106675,-0.001638682,-0.002171918,-36.80068
617,-5540.145,8588.147,-7339.814,-5.756587,-3.486025,22.60299,-0.4492423,-0.8398388,0.1988712,-0.2308731,-0.210761,-0.001544449,-0.002239747,-36.77129
617.2,-5541.295,8587.451,-7335.294,-5.750729,-3.47525,22.597,-0.4668683,-0.8302622,0.20357,-0.226402,-0.2108545,-0.001447423,-0.002303475,-36.74192
617.4,-5542.445,8586.758,-7330.775,-5.744916,-3.464491,22.59102,-0.4842979,-0.8203111,0.2081707,-0.2218336,-0.2109481,-0.001347779,-0.002362986,-36.71255
617.6,-5543.594,8586.065,-7326.258,-5.739145,-3.453748,22.58504,-0.501523,-0.8099894,0.2126713,-0.2171701,-0.2110417,-0.001245702,-0.002418171,-36.68317
617.8,-5544.741,8585.376,-7321.741,-5.733413,-3.443017,22.57907,-0.5185356,-0.799301,0.2170696,-0.2124135,-0.2111353,-0.001141376,-0.002468929,-36.65381
618,-5545.887,8584.688,-7317.226,-5.727717,-3.432301,22.5731,-0.5353278,-0.7882503,0.2213639,-0.2075661,-0.211229,-0.001034994,-0.002515167,-36.62447
618.2,-5547.032,8584.003,-7312.712,-5.722053,-3.421596,22.56713,-0.5518919,-0.7768415,0.2255521,-0.2026301,-0.2113228,-0.0009267494,-0.002556798,-36.59513
618.4,-5548.176,8583.319,-7308.199,-5.71642,-3.410903,22.56117,-0.5682199,-0.7650793,0.2296324,-0.1976078,-0.2114166,-0.0008168418,-0.002593748,-36.5658
618.6,-5549.318,8582.639,-7303.688,-5.710833,-3.400105,22.55521,-0.5843044,-0.7529683,0.233603,-0.1925015,-0.2115104,-0.0007054728,-0.002625946,-36.53647
618.8,-5550.46,8581.96,-7299.177,-5.70544,-3.388271,22.54926,-0.6001377,-0.7405134,0.237462,-0.1873136,-0.2116043,-0.0005928469,-0.002653335,-36.50715
619,-5551.601,8581.283,-7294.668,-5.700258,-3.375282,22.54332,-0.6157123,-0.7277198,0.2412079,-0.1820464,-0.2116982,-0.0004791715,-0.002675863,-36.47784
619.2,-5552.74,8580.609,-7290.16,-5.695271,-3.361233,22.53739,-0.631021,-0.7145927,0.2448388,-0.1767025,-0.2117921,-0.0003646559,-0.002693488,-36.44854
619.4,-5553.879,8579.938,-7285.653,-5.690462,-3.346213,22.53147,-0.6460563,-0.7011374,0.2483532,-0.1712842,-0.2118862,-0.000249511,-0.002706178,-36.41924
619.6,-5555.017,8579.271,-7281.147,-5.685816,-3.330304,22.52555,-0.6608111,-0.6873595,0.2517496,-0.1657942,-0.2119802,-0.0001339495,-0.002713908,-36.38996
619.8,-5556.153,8578.606,-7276.643,-5.68132,-3.313579,22.51965,-0.6752785,-0.6732646,0.2550264,-0.1602348,-0.2120743,-1.818465e-05,-0.002716664,-36.36068
620,-5557.289,8577.946,-7272.139,-5.676961,-3.296108,22.51374,-0.6894514,-0.6588588,0.2581821,-0.1546088,-0.2121684,9.756951e-05,-0.002714442,-36.33141
620.2,-5558.424,8577.288,-7267.637,-5.672729,-3.277952,22.50784,-0.703323,-0.6441479,0.2612154,-0.1489186,-0.2122626,0.0002130988,-0.002707243,-36.30215
620.4,-5559.558,8576.635,-7263.136,-5.668612,-3.259169,22.50195,-0.7168866,-0.6291381,0.2641249,-0.143167,-0.2123568,0.0003281892,-0.002695083,-36.27288
620.6,-5560.691,8575.984,-7258.636,-5.664602,-3.239812,22.49606,-0.7301357,-0.6138358,0.2669093,-0.1373567,-0.2124511,0.0004426274,-0.002677982,-36.24364
620.8,-5561.824,8575.339,-7254.138,-5.660689,-3.219929,22.49018,-0.7430637,-0.5982475,0.2695674,-0.1314902,-0.2125454,0.000556201,-0.002655972,-36.21439
621,-5562.956,8574.697,-7249.64,-5.656865,-3.199564,22.48429,-0.7556644,-0.5823796,0.272098,-0.1255704,-0.2126397,0.000668699,-0.002629095,-36.18516
621.2,-5564.086,8574.059,-7245.144,-5.653123,-3.178758,22.47842,-0.7679315,-0.5662392,0.2745,-0.1195999,-0.2127341,0.0007799124,-0.002597398,-36.15594
621.4,-5565.217,8573.426,-7240.649,-5.649457,-3.157549,22.47254,-0.779859,-0.5498329,0.2767723,-0.1135816,-0.2128285,0.0008896341,-0.002560942,-36.12672
621.6,-5566.347,8572.796,-7236.155,-5.64586,-3.13597,22.46667,-0.791441,-0.5331678,0.278914,-0.1075182,-0.212923,0.0009976598,-0.002519793,-36.09751
621.8,-5567.475,8572.171,-7231.662,-5.642326,-3.114052,22.4608,-0.8026717,-0.5162512,0.280924,-0.1014126,-0.2130175,0.001103788,-0.002474028,-36.0683
622,-5568.604,8571.551,-7227.171,-5.63885,-3.091825,22.45494,-0.8135455,-0.4990903,0.2828016,-0.09526762,-0.2131121,0.00120782,-0.002423732,-36.03911
622.2,-5569.731,8570.935,-7222.68,-5.635428,-3.069316,22.44907,-0.8240569,-0.4816925,0.2845458,-0.08908608,-0.2132067,0.001309563,-0.002368999,-36.00992
622.4,-5570.857,8570.322,-7218.191,-5.632055,-3.046547,22.44321,-0.8342005,-0.4640654,0.286156,-0.08287089,-0.2133013,0.001408826,-0.002309931,-35.98075
622.6,-5571.983,8569.716,-7213.703,-5.628727,-3.023541,22.43735,-0.8439712,-0.4462167,0.2876315,-0.07662492,-0.213396,0.001505422,-0.002246637,-35.95157
622.8,-5573.109,8569.113,-7209.216,-5.62544,-3.000319,22.4315,-0.8533641,-0.4281542,0.2889715,-0.0703511,-0.2134908,0.001599172,-0.002179237,-35.9224
623,-5574.234,8568.516,-7204.73,-5.622191,-2.976899,22.42565,-0.8623741,-0.4098857,0.2901756,-0.06405235,-0.2135856,0.001689898,-0.002107855,-35.89326
623.2,-5575.358,8567.923,-7200.246,-5.618978,-2.953299,22.4198,-0.8709967,-0.3914194,0.2912432,-0.0577316,-0.2136804,0.001777432,-0.002032627,-35.8641
623.4,-5576.481,8567.334,-7195.763,-5.615796,-2.929533,22.41395,-0.8792273,-0.3727634,0.292174,-0.05139181,-0.2137752,0.001861608,-0.001953692,-35.83495
623.6,-5577.604,8566.751,-7191.28,-5.612643,-2.905617,22.4081,-0.8870617,-0.3539258,0.2929674,-0.04503592,-0.2138701,0.001942268,-0.001871199,-35.80582
623.8,-5578.727,8566.172,-7186.799,-5.609518,-2.881563,22.40226,-0.8944955,-0.3349151,0.2936232,-0.03866691,-0.2139651,0.00201926,-0.001785302,-35.77669
624,-5579.848,8565.599,-7182.319,-5.606418,-2.857383,22.39642,-0.9015248,-0.3157397,0.2941411,-0.03228776,-0.2140601,0.002092439,-0.001696164,-35.74758
624.2,-5580.969,8565.029,-7177.841,-5.60334,-2.83309,22.39059,-0.9081457,-0.2964081,0.2945211,-0.02590144,-0.2141551,0.002161667,-0.001603951,-35.71847
624.4,-5582.089,8564.465,-7173.363,-5.600284,-2.808692,22.38475,-0.9143547,-0.2769291,0.2947628,-0.01951094,-0.2142502,0.002226813,-0.001508838,-35.68937
624.6,-5583.209,8563.905,-7168.887,-5.597247,-2.784199,22.37892,-0.9201482,-0.2573112,0.2948663,-0.01311925,-0.2143453,0.002287754,-0.001411004,-35.66027
624.8,-5584.328,8563.352,-7164.412,-5.594269,-2.759867,22.37309,-0.9255229,-0.2375633,0.2948316,-0.006729359,-0.2144405,0.002344375,-0.001310633,-35.63117
625,-5585.447,8562.802,-7159.938,-5.591424,-2.736159,22.36726,-0.9304758,-0.2176944,0.2946587,-0.0003442628,-0.2145357,0.002396567,-0.001207915,-35.60209
625.2,-5586.565,8562.257,-7155.465,-5.588704,-2.713036,22.36142,-0.9350039,-0.1977133,0.2943478,0.00603305,-0.2146309,0.002444234,-0.001103044,-35.57302
625.4,-5587.682,8561.717,-7150.993,-5.586098,-2.690449,22.35558,-0.9391046,-0.1776291,0.2938991,0.01239959,-0.2147262,0.002487283,-0.0009962189,-35.54395
625.6,-5588.799,8561.181,-7146.522,-5.583597,-2.668354,22.34974,-0.9427752,-0.157451,0.2933129,0.01875237,-0.2148216,0.002525632,-0.0008876417,-35.5149
625.8,-5589.916,8560.649,-7142.053,-5.581191,-2.646711,22.34391,-0.9460135,-0.1371881,0.2925894,0.02508842,-0.2149169,0.002559209,-0.0007775184,-35.48585
626,-5591.032,8560.122,-7137.585,-5.578874,-2.625481,22.33807,-0.9488172,-0.1168496,0.2917291,0.03140476,-0.2150124,0.00258795,-0.0006660581,-35.45681
626.2,-5592.147,8559.599,-7133.118,-5.576637,-2.60463,22.33224,-0.9511845,-0.09644481,0.2907324,0.03769842,-0.2151078,0.0026118,-0.0005534724,-35.42777
626.4,-5593.263,8559.08,-7128.652,-5.574473,-2.584128,22.32641,-0.9531136,-0.07598312,0.2895999,0.04396645,-0.2152033,0.002630712,-0.0004399756,-35.39873
626.6,-5594.377,8558.565,-7124.188,-5.572378,-2.563946,22.32059,-0.9546028,-0.05547392,0.2883321,0.0502059,-0.2152989,0.002644652,-0.0003257835,-35.36971
626.8,-5595.491,8558.055,-7119.724,-5.570345,-2.544056,22.31477,-0.955651,-0.03492663,0.2869297,0.05641385,-0.2153945,0.002653591,-0.0002111138,-35.3407
627,-5596.605,8557.548,-7115.261,-5.568368,-2.524435,22.30896,-0.956257,-0.01435075,0.2853934,0.06258737,-0.2154901,0.002657513,-9.618529e-05,-35.3117
627.2,-5597.719,8557.045,-7110.8,-5.566444,-2.505061,22.30315,-0.9564198,0.006244217,0.2837241,0.06872354,-0.2155858,0.002656409,1.87828e-05,-35.28271
627.4,-5598.832,8556.546,-7106.34,-5.564568,-2.485914,22.29734,-0.9561386,0.02684872,0.2819224,0.07481951,-0.2156815,0.002650282,0.0001335707,-35.25371
627.6,-5599.945,8556.05,-7101.881,-5.562736,-2.466974,22.29154,-0.9554129,0.04745317,0.2799894,0.08087237,-0.2157773,0.002639143,0.0002479589,-35.22472
627.8,-5601.057,8555.559,-7097.423,-5.560944,-2.448225,22.28574,-0.9542424,0.06804799,0.277926,0.08687929,-0.2158731,0.002623013,0.0003617284,-35.19575
628,-5602.169,8555.071,-7092.967,-5.559188,-2.429651,22.27995,-0.952627,0.08862354,0.2757333,0.09283745,-0.2159689,0.002601921,0.0004746611,-35.16678
628.2,-5603.281,8554.587,-7088.512,-5.557467,-2.411238,22.27416,-0.9505668,0.1091702,0.2734123,0.098744,-0.2160648,0.00257591,0.0005865405,-35.13782
628.4,-5604.392,8554.106,-7084.057,-5.555777,-2.392973,22.26838,-0.948062,0.1296783,0.2709641,0.1045962,-0.2161607,0.002545028,0.0006971518,-35.10888
628.6,-5605.503,8553.63,-7079.604,-5.554114,-2.374844,22.2626,-0.9451132,0.1501383,0.2683901,0.1103913,-0.2162567,0.002509333,0.0008062822,-35.07993
628.8,-5606.614,8553.156,-7075.152,-5.552479,-2.356839,22.25683,-0.9417211,0.1705404,0.2656915,0.1161265,-0.2163527,0.002468895,0.000913722,-35.05099
629,-5607.724,8552.687,-7070.702,-5.550867,-2.338949,22.25106,-0.9378866,0.1908751,0.2628695,0.1217991,-0.2164488,0.002423792,0.001019264,-35.02206
629.2,-5608.834,8552.221,-7066.252,-5.549277,-2.321164,22.24529,-0.9336109,0.2111326,0.2599257,0.1274065,-0.2165449,0.002374108,0.001122706,-34.99314
629.4,-5609.944,8551.759,-7061.803,-5.547707,-2.303477,22.23953,-0.9288952,0.2313035,0.2568615,0.132946,-0.216641,0.002319941,0.001223846,-34.96422
629.6,-5611.053,8551.3,-7057.356,-5.546156,-2.285878,22.23378,-0.9237412,0.251378,0.2536783,0.1384149,-0.2167372,0.002261394,0.001322491,-34.93531
629.8,-5612.162,8550.844,-7052.91,-5.544621,-2.268361,22.22803,-0.9181505,0.2713466,0.2503778,0.1438108,-0.2168334,0.00219858,0.001418449,-34.90641
630,-5613.271,8550.392,-7048.465,-5.543103,-2.25092,22.22228,-0.9121253,0.2911997,0.2469616,0.149131,-0.2169297,0.002131621,0.001511536,-34.87752
630.2,-5614.379,8549.943,-7044.021,-5.541598,-2.233548,22.21654,-0.9056677,0.3109279,0.2434313,0.154373,-0.217026,0.002060644,0.001601569,-34.84864
630.4,-5615.487,8549.499,-7039.578,-5.540107,-2.21624,22.2108,-0.89878,0.3305216,0.2397887,0.1595344,-0.2171224,0.001985789,0.001688375,-34.81975
630.6,-5616.595,8549.058,-7035.137,-5.538628,-2.198992,22.20506,-0.891465,0.3499714,0.2360356,0.1646127,-0.2172187,0.001907198,0.001771786,-34.79088
630.8,-5617.703,8548.619,-7030.696,-5.53716,-2.181797,22.19933,-0.8837253,0.3692679,0.2321739,0.1696055,-0.2173152,0.001825026,0.00185164,-34.76203
631,-5618.81,8548.185,-7026.257,-5.535702,-2.164653,22.1936,-0.8755641,0.3884018,0.2282054,0.1745104,-0.2174117,0.00173943,0.00192778,-34.73318
631.2,-5619.917,8547.753,-7021.819,-5.534253,-2.147556,22.18788,-0.8669845,0.4073637,0.2241321,0.1793251,-0.2175082,0.001650578,0.002000059,-34.70432
631.4,-5621.024,8547.325,-7017.382,-5.532813,-2.130501,22.18216,-0.85799,0.4261444,0.219956,0.1840474,-0.2176047,0.001558641,0.002068336,-34.67548
631.6,-5622.13,8546.901,-7012.946,-5.531381,-2.113485,22.17645,-0.8485842,0.4447348,0.2156791,0.188675,-0.2177013,0.001463799,0.002132478,-34.64664
631.8,-5623.236,8546.48,-7008.511,-5.529956,-2.096507,22.17074,-0.838771,0.4631257,0.2113036,0.1932057,-0.217798,0.001366236,0.00219236,-34.61782
632,-5624.342,8546.062,-7004.078,-5.528538,-2.079562,22.16503,-0.8285545,0.4813082,0.2068316,0.1976374,-0.2178947,0.001266142,0.002247864,-34.58901
632.2,-5625.448,8545.648,-6999.645,-5.527126,-2.062649,22.15933,-0.8179389,0.4992732,0.2022654,0.2019679,-0.2179914,0.001163712,0.002298881,-34.56019
632.4,-5626.553,8545.237,-6995.214,-5.52572,-2.045764,22.15363,-0.8069285,0.5170119,0.197607,0.2061953,-0.2180882,0.001059147,0.002345313,-34.53139
632.6,-5627.658,8544.83,-6990.784,-5.524319,-2.028907,22.14793,-0.7955282,0.5345156,0.1928589,0.2103174,-0.218185,0.0009526499,0.002387067,-34.5026
632.8,-5628.763,8544.426,-6986.354,-5.522923,-2.012075,22.14224,-0.7837427,0.5517756,0.1880234,0.2143324,-0.2182818,0.0008444303,0.002424061,-34.47381
633,-5629.867,8544.025,-6981.927,-5.521532,-1.995266,22.13655,-0.771577,0.5687831,0.1831029,0.2182384,-0.2183787,0.0007346995,0.002456224,-34.44503
633.2,-5630.972,8543.628,-6977.5,-5.520144,-1.978479,22.13087,-0.7590365,0.5855298,0.1780997,0.2220335,-0.2184757,0.0006236726,0.002483491,-34.41625
633.4,-5632.076,8543.233,-6973.075,-5.51876,-1.961713,22.12519,-0.7461265,0.6020073,0.1730164,0.225716,-0.2185726,0.0005115673,0.002505808,-34.38749
633.6,-5633.179,8542.843,-6968.65,-5.51738,-1.944965,22.11951,-0.7328528,0.6182073,0.1678555,0.229284,-0.2186697,0.000398604,0.002523131,-34.35872
633.8,-5634.282,8542.456,-6964.227,-5.516003,-1.928235,22.11384,-0.719221,0.6341215,0.1626194,0.2327358,-0.2187667,0.0002850044,0.002535427,-34.32998
634,-5635.385,8542.071,-6959.805,-5.514629,-1.911522,22.10817,-0.7052372,0.6497421,0.1573108,0.23607,-0.2188638,0.0001709922,0.00254267,-34.30123
634.2,-5636.488,8541.691,-6955.383,-5.513258,-1.894824,22.1025,-0.6909075,0.6650611,0.1519323,0.2392848,-0.218961,5.679179e-05,0.002544845,-34.2725
634.4,-5637.591,8541.313,-6950.963,-5.511889,-1.878141,22.09684,-0.6762384,0.6800705,0.1464865,0.2423789,-0.2190582,-5.737168e-05,0.002541949,-34.24377
634.6,-5638.693,8540.939,-6946.544,-5.510522,-1.861472,22.09118,-0.6612362,0.6947629,0.1409762,0.2453506,-0.2191554,-0.000171273,0.002533986,-34.21503
634.8,-5639.795,8540.569,-6942.127,-5.509159,-1.844815,22.08553,-0.6459079,0.7091306,0.135404,0.2481986,-0.2192527,-0.0002846872,0.002520972,-34.18633
635,-5640.896,8540.202,-6937.71,-5.507797,-1.828171,22.07988,-0.6302602,0.7231662,0.1297727,0.2509217,-0.21935,-0.0003973902,0.002502932,-34.15761
635.2,-5641.998,8539.838,-6933.295,-5.506436,-1.811539,22.07423,-0.6143003,0.7368626,0.1240851,0.2535184,-0.2194473,-0.0005091588,0.002479901,-34.12891
635.4,-5643.099,8539.478,-6928.881,-5.505078,-1.794917,22.06859,-0.5980353,0.7502126,0.118344,0.2559876,-0.2195448,-0.0006197719,0.002451924,-34.10023
635.6,-5644.2,8539.12,-6924.468,-5.503722,-1.778306,22.06295,-0.5814726,0.7632092,0.1125521,0.2583281,-0.2196422,-0.00072901,0.002419058,-34.07154
635.8,-5645.301,8538.766,-6920.056,-5.502367,-1.761704,22.05731,-0.5646198,0.7758456,0.1067125,0.2605388,-0.2197397,-0.0008366564,0.002381366,-34.04287
636,-5646.401,8538.415,-6915.645,-5.501013,-1.745112,22.05168,-0.5474846,0.7881153,0.1008279,0.2626188,-0.2198372,-0.0009424974,0.002338923,-34.0142
